so too does the idea that accommodating religious differences is dangerous	L’ idée de concilier les différences religieuses semble donc dangereuse .
i would stress the role that serbia has been playing in the stabilisation of the region of the western balkans as a whole and in particular in the stability and cohesion of bosnia and herzegovina	Je tiens également à souligner le rôle que la Serbie a joué dans la stabilisation de la région des Balkans occidentaux dans son ensemble et , en particulier , dans la stabilité et la cohésion de la Bosnie - Herzégovine .
in fact they funded it for that very reason	En fait , c' est la raison pour laquelle le projet a été financé .
tension can only ease if the number of troops in abkhazia and south ossetia is reduced or if these soldiers are withdrawn altogether	Seul un retrait partiel ou complet des soldats d' Abkhazie et d' Ossétie du Sud pourra faire retomber la tension .
it is true that this concerns an issue of subsidiarity but the current problem is that some member states have such a poor economy that they are unable to finance the network	Il est vrai qu' il s' agit d' un cas de subsidiarité , mais le problème actuel réside dans le fait que certains pays membres ne parviennent pas à financer les réseaux en raison de leurs difficultés économiques .
consequently we should also ensure that the network of universities which now exists can obtain adequate support and thereby produce new research	Par conséquent , il est souhaitable que nous nous assurions aussi que le réseau d' universités qui existe maintenant puisse obtenir un soutien approprié et ainsi produire des nouveaux travaux de recherche .
point 9 we will need to extend the scope of the emission trading system to include aviation and subsequently also road transport	Point 9 : nous devrons étendre le champ d’ application du système d’ échange de quotas d’ émission pour qu’ il englobe l’ aviation et , par la suite , les transports routiers également .
when we debate unemployment then i think it very important that we consider a statute or charter for the countryside and also for the urban environment and establish a link between the two	Lorsque nous évoquons la lutte contre le chômage , il est à mon avis crucial d' envisager dans le même temps , un statut ou une charte pour les zones rurales et urbaines , ainsi que la création d' un lien entre ces deux pôles .
that said there is no question that the upheavals in both countries – and elsewhere in the arab world – largely reflect their governments ’ failure to share the wealth	Ceci étant dit , il ne fait aucun doute que les soulèvements dans ces deux pays – et ailleurs dans le monde arabe – reflètent pleinement l’ inaptitude de leurs gouvernements à partager la richesse .
there is nothing worse than doing something in a half - hearted manner	Il n' y a rien de pire que de faire quelque chose d' un manière nonchalante .
by degrees the friendship between him and her grew into love	Par degrés , leur amitié se transforma en amour .
if i understand you correctly however this sixth framework research programme contains far fewer specific programmes than the fifth and i should like to ask you why	Mais si je vous ai bien compris , il y a dans ce sixième programme - cadre de recherche bien moins de programmes spécifiques que dans le cinquième , et je voudrais vous demander pourquoi .
they just get the school which parents choose for them	ils obtiennent seulement l' école choisie par les parents .
do what you ought to come what may	Fais ce que tu dois , quoi qu' il advienne .
